id,layer,family,name,export_name,request_type,status,target,differentiability,fusion_tags,source_tags
alpha.unary_math.count-trailing-zeros,alpha,unary_math,countTrailingZeros,unaryMathCountTrailingZeros,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.cube,alpha,unary_math,cube,unaryMathCube,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.digamma,alpha,unary_math,digamma,unaryMathDigamma,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.elu,alpha,unary_math,elu,unaryMathElu,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.erf,alpha,unary_math,erf,unaryMathErf,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.erfc,alpha,unary_math,erfc,unaryMathErfc,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.erfinv,alpha,unary_math,erfinv,unaryMathErfinv,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.exp,alpha,unary_math,exp,unaryMathExp,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.exp10,alpha,unary_math,exp10,unaryMathExp10,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.exp2,alpha,unary_math,exp2,unaryMathExp2,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.expm1,alpha,unary_math,expm1,unaryMathExpm1,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.find-first-set,alpha,unary_math,findFirstSet,unaryMathFindFirstSet,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.floor,alpha,unary_math,floor,unaryMathFloor,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.frac,alpha,unary_math,frac,unaryMathFrac,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.gamma,alpha,unary_math,gamma,unaryMathGamma,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.gelu-exact,alpha,unary_math,geluExact,unaryMathGeluExact,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.gelu-quick,alpha,unary_math,geluQuick,unaryMathGeluQuick,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.gelu-tanh,alpha,unary_math,geluTanh,unaryMathGeluTanh,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.hard-sigmoid,alpha,unary_math,hardSigmoid,unaryMathHardSigmoid,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.hard-swish,alpha,unary_math,hardSwish,unaryMathHardSwish,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.imag,alpha,unary_math,imag,unaryMathImag,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.is-finite,alpha,unary_math,isFinite,unaryMathIsFinite,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.is-inf,alpha,unary_math,isInf,unaryMathIsInf,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.is-nan,alpha,unary_math,isNan,unaryMathIsNan,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.is-normal,alpha,unary_math,isNormal,unaryMathIsNormal,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.leaky-relu,alpha,unary_math,leakyRelu,unaryMathLeakyRelu,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.lgamma,alpha,unary_math,lgamma,unaryMathLgamma,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.log,alpha,unary_math,log,unaryMathLog,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.log10,alpha,unary_math,log10,unaryMathLog10,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.log1p,alpha,unary_math,log1p,unaryMathLog1p,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.log2,alpha,unary_math,log2,unaryMathLog2,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.logical-not,alpha,unary_math,logicalNot,unaryMathLogicalNot,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.log-sigmoid,alpha,unary_math,logSigmoid,unaryMathLogSigmoid,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.mish,alpha,unary_math,mish,unaryMathMish,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.neg,alpha,unary_math,neg,unaryMathNeg,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.population-count,alpha,unary_math,populationCount,unaryMathPopulationCount,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.prelu,alpha,unary_math,prelu,unaryMathPrelu,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.real,alpha,unary_math,real,unaryMathReal,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.reciprocal,alpha,unary_math,reciprocal,unaryMathReciprocal,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.relu,alpha,unary_math,relu,unaryMathRelu,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.relu6,alpha,unary_math,relu6,unaryMathRelu6,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.reverse-bits,alpha,unary_math,reverseBits,unaryMathReverseBits,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.round,alpha,unary_math,round,unaryMathRound,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.round-even,alpha,unary_math,roundEven,unaryMathRoundEven,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.rsqrt,alpha,unary_math,rsqrt,unaryMathRsqrt,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.selu,alpha,unary_math,selu,unaryMathSelu,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.sigmoid,alpha,unary_math,sigmoid,unaryMathSigmoid,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.sign,alpha,unary_math,sign,unaryMathSign,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.silu,alpha,unary_math,silu,unaryMathSilu,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.sin,alpha,unary_math,sin,unaryMathSin,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.sinc,alpha,unary_math,sinc,unaryMathSinc,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.sinh,alpha,unary_math,sinh,unaryMathSinh,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.sinhc,alpha,unary_math,sinhc,unaryMathSinhc,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.softplus,alpha,unary_math,softplus,unaryMathSoftplus,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.softsign,alpha,unary_math,softsign,unaryMathSoftsign,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.sqrt,alpha,unary_math,sqrt,unaryMathSqrt,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.square,alpha,unary_math,square,unaryMathSquare,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.tan,alpha,unary_math,tan,unaryMathTan,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.tanh,alpha,unary_math,tanh,unaryMathTanh,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.threshold,alpha,unary_math,threshold,unaryMathThreshold,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.trigamma,alpha,unary_math,trigamma,unaryMathTrigamma,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
alpha.unary_math.trunc,alpha,unary_math,trunc,unaryMathTrunc,ScalarOpRequest,standard,architecture-agnostic,usually-differentiable,elementwise,stablehlo;mlir-math;ptx
chronos.dependency.add-dependency,chronos,dependency,addDependency,dependencyAddDependency,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.barrier-dependency,chronos,dependency,barrierDependency,dependencyBarrierDependency,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.critical-path,chronos,dependency,criticalPath,dependencyCriticalPath,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.cross-device-dependency,chronos,dependency,crossDeviceDependency,dependencyCrossDeviceDependency,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.cross-queue-dependency,chronos,dependency,crossQueueDependency,dependencyCrossQueueDependency,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.dependency-batch,chronos,dependency,dependencyBatch,dependencyDependencyBatch,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.dependency-token,chronos,dependency,dependencyToken,dependencyDependencyToken,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.detect-cycle,chronos,dependency,detectCycle,dependencyDetectCycle,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.event-dependency,chronos,dependency,eventDependency,dependencyEventDependency,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.execution-dependency,chronos,dependency,executionDependency,dependencyExecutionDependency,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.memory-dependency,chronos,dependency,memoryDependency,dependencyMemoryDependency,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.read-after-write,chronos,dependency,readAfterWrite,dependencyReadAfterWrite,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.remove-dependency,chronos,dependency,removeDependency,dependencyRemoveDependency,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.resolve-dependencies,chronos,dependency,resolveDependencies,dependencyResolveDependencies,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.topological-order,chronos,dependency,topologicalOrder,dependencyTopologicalOrder,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.write-after-read,chronos,dependency,writeAfterRead,dependencyWriteAfterRead,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.dependency.write-after-write,chronos,dependency,writeAfterWrite,dependencyWriteAfterWrite,ScheduleOpRequest,standard,architecture-agnostic,not-applicable,,
chronos.fence_semaphore.binary-semaphore,chronos,fence_semaphore,binarySemaphore,fenceSemaphoreBinarySemaphore,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.create-fence,chronos,fence_semaphore,createFence,fenceSemaphoreCreateFence,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.create-semaphore,chronos,fence_semaphore,createSemaphore,fenceSemaphoreCreateSemaphore,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.destroy-fence,chronos,fence_semaphore,destroyFence,fenceSemaphoreDestroyFence,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.destroy-semaphore,chronos,fence_semaphore,destroySemaphore,fenceSemaphoreDestroySemaphore,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.doorbell-semaphore,chronos,fence_semaphore,doorbellSemaphore,fenceSemaphoreDoorbellSemaphore,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.eventfd-bridge,chronos,fence_semaphore,eventfdBridge,fenceSemaphoreEventfdBridge,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.gpu-written-semaphore,chronos,fence_semaphore,gpuWrittenSemaphore,fenceSemaphoreGpuWrittenSemaphore,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.poll-fence,chronos,fence_semaphore,pollFence,fenceSemaphorePollFence,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.semaphore-acquire,chronos,fence_semaphore,semaphoreAcquire,fenceSemaphoreSemaphoreAcquire,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.semaphore-release,chronos,fence_semaphore,semaphoreRelease,fenceSemaphoreSemaphoreRelease,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.semaphore-try-wait,chronos,fence_semaphore,semaphoreTryWait,fenceSemaphoreSemaphoreTryWait,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.signal-fence,chronos,fence_semaphore,signalFence,fenceSemaphoreSignalFence,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.signal-semaphore,chronos,fence_semaphore,signalSemaphore,fenceSemaphoreSignalSemaphore,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.timeline-semaphore,chronos,fence_semaphore,timelineSemaphore,fenceSemaphoreTimelineSemaphore,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.wait-fence,chronos,fence_semaphore,waitFence,fenceSemaphoreWaitFence,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.fence_semaphore.wait-semaphore,chronos,fence_semaphore,waitSemaphore,fenceSemaphoreWaitSemaphore,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.barrier-wait-sample,chronos,profiling,barrierWaitSample,profilingBarrierWaitSample,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.calibrate-clock,chronos,profiling,calibrateClock,profilingCalibrateClock,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.correlate-host-gpu-clock,chronos,profiling,correlateHostGpuClock,profilingCorrelateHostGpuClock,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.counter-sample,chronos,profiling,counterSample,profilingCounterSample,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.dependency-trace,chronos,profiling,dependencyTrace,profilingDependencyTrace,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.event-trace,chronos,profiling,eventTrace,profilingEventTrace,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.export-chrome-trace,chronos,profiling,exportChromeTrace,profilingExportChromeTrace,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.export-perfetto-trace,chronos,profiling,exportPerfettoTrace,profilingExportPerfettoTrace,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.latency-histogram,chronos,profiling,latencyHistogram,profilingLatencyHistogram,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.mark-begin,chronos,profiling,markBegin,profilingMarkBegin,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.mark-end,chronos,profiling,markEnd,profilingMarkEnd,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.merge-traces,chronos,profiling,mergeTraces,profilingMergeTraces,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.occupancy-sample,chronos,profiling,occupancySample,profilingOccupancySample,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.queue-depth-sample,chronos,profiling,queueDepthSample,profilingQueueDepthSample,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.stall-reason-sample,chronos,profiling,stallReasonSample,profilingStallReasonSample,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.timeline-trace,chronos,profiling,timelineTrace,profilingTimelineTrace,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.timestamp-gpu,chronos,profiling,timestampGpu,profilingTimestampGpu,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.profiling.timestamp-host,chronos,profiling,timestampHost,profilingTimestampHost,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.quiescence.acquire-credit,chronos,quiescence,acquireCredit,quiescenceAcquireCredit,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.quiescence.await-quiescence,chronos,quiescence,awaitQuiescence,quiescenceAwaitQuiescence,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.quiescence.check-quiescence,chronos,quiescence,checkQuiescence,quiescenceCheckQuiescence,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.quiescence.complete-pending-io,chronos,quiescence,completePendingIo,quiescenceCompletePendingIo,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.quiescence.count-in-flight,chronos,quiescence,countInFlight,quiescenceCountInFlight,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.quiescence.count-mailbox-items,chronos,quiescence,countMailboxItems,quiescenceCountMailboxItems,ScheduleOpRequest,research,future-or-emulated;host;sm86,not-applicable,,
chronos.quiescence.create-credit-pool,chronos,quiescence,createCreditPool,quiescenceCreateCreditPool,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.quiescence.detect-credit-leak,chronos,quiescence,detectCreditLeak,quiescenceDetectCreditLeak,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.quiescence.detect-duplicate-credit,chronos,quiescence,detectDuplicateCredit,quiescenceDetectDuplicateCredit,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.quiescence.detect-stale-credit,chronos,quiescence,detectStaleCredit,quiescenceDetectStaleCredit,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.quiescence.force-quiescence,chronos,quiescence,forceQuiescence,quiescenceForceQuiescence,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.quiescence.quiescence-timeout,chronos,quiescence,quiescenceTimeout,quiescenceQuiescenceTimeout,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.quiescence.quiescence-trace,chronos,quiescence,quiescenceTrace,quiescenceQuiescenceTrace,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.quiescence.register-pending-io,chronos,quiescence,registerPendingIo,quiescenceRegisterPendingIo,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.quiescence.release-credit,chronos,quiescence,releaseCredit,quiescenceReleaseCredit,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.quiescence.transfer-credit,chronos,quiescence,transferCredit,quiescenceTransferCredit,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.scheduler.assign-queue,chronos,scheduler,assignQueue,schedulerAssignQueue,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.assign-sm-affinity-hint,chronos,scheduler,assignSmAffinityHint,schedulerAssignSmAffinityHint,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.batch-tasks,chronos,scheduler,batchTasks,schedulerBatchTasks,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.cancel-task,chronos,scheduler,cancelTask,schedulerCancelTask,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.coalesce-tasks,chronos,scheduler,coalesceTasks,schedulerCoalesceTasks,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.consume-budget,chronos,scheduler,consumeBudget,schedulerConsumeBudget,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.countercurrent-schedule,chronos,scheduler,countercurrentSchedule,schedulerCountercurrentSchedule,ScheduleOpRequest,research,host;sm86,not-applicable,,
chronos.scheduler.create-schedule,chronos,scheduler,createSchedule,schedulerCreateSchedule,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.dequeue-task,chronos,scheduler,dequeueTask,schedulerDequeueTask,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.destroy-schedule,chronos,scheduler,destroySchedule,schedulerDestroySchedule,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.donate-task,chronos,scheduler,donateTask,schedulerDonateTask,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.enqueue-task,chronos,scheduler,enqueueTask,schedulerEnqueueTask,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.persistent-schedule,chronos,scheduler,persistentSchedule,schedulerPersistentSchedule,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.pipeline-schedule,chronos,scheduler,pipelineSchedule,schedulerPipelineSchedule,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.prioritize-task,chronos,scheduler,prioritizeTask,schedulerPrioritizeTask,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.producer-consumer-schedule,chronos,scheduler,producerConsumerSchedule,schedulerProducerConsumerSchedule,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.replay-schedule,chronos,scheduler,replaySchedule,schedulerReplaySchedule,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.set-budget,chronos,scheduler,setBudget,schedulerSetBudget,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.set-deadline,chronos,scheduler,setDeadline,schedulerSetDeadline,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.set-determinism,chronos,scheduler,setDeterminism,schedulerSetDeterminism,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.set-fairness,chronos,scheduler,setFairness,schedulerSetFairness,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.set-priority,chronos,scheduler,setPriority,schedulerSetPriority,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.sleep-task,chronos,scheduler,sleepTask,schedulerSleepTask,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.split-task,chronos,scheduler,splitTask,schedulerSplitTask,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.steal-task,chronos,scheduler,stealTask,schedulerStealTask,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.wake-task,chronos,scheduler,wakeTask,schedulerWakeTask,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.wavefront-schedule,chronos,scheduler,wavefrontSchedule,schedulerWavefrontSchedule,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.scheduler.yield-task,chronos,scheduler,yieldTask,schedulerYieldTask,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.timeline.create-timeline,chronos,timeline,createTimeline,timelineCreateTimeline,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.timeline.destroy-timeline,chronos,timeline,destroyTimeline,timelineDestroyTimeline,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.timeline.export-timeline,chronos,timeline,exportTimeline,timelineExportTimeline,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.timeline.import-timeline,chronos,timeline,importTimeline,timelineImportTimeline,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.timeline.next-timeline-value,chronos,timeline,nextTimelineValue,timelineNextTimelineValue,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.timeline.poll-timeline,chronos,timeline,pollTimeline,timelinePollTimeline,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.timeline.query-timeline,chronos,timeline,queryTimeline,timelineQueryTimeline,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.timeline.reset-timeline,chronos,timeline,resetTimeline,timelineResetTimeline,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.timeline.signal-timeline-gpu,chronos,timeline,signalTimelineGpu,timelineSignalTimelineGpu,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.timeline.signal-timeline-host,chronos,timeline,signalTimelineHost,timelineSignalTimelineHost,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.timeline.validate-monotonicity,chronos,timeline,validateMonotonicity,timelineValidateMonotonicity,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.timeline.wait-timeline-gpu,chronos,timeline,waitTimelineGpu,timelineWaitTimelineGpu,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.timeline.wait-timeline-host,chronos,timeline,waitTimelineHost,timelineWaitTimelineHost,ScheduleOpRequest,standard,host;sm86,not-applicable,,
chronos.watchdog_recovery.abort-channel,chronos,watchdog_recovery,abortChannel,watchdogRecoveryAbortChannel,ScheduleOpRequest,standard,host,not-applicable,,
chronos.watchdog_recovery.abort-queue,chronos,watchdog_recovery,abortQueue,watchdogRecoveryAbortQueue,ScheduleOpRequest,standard,host,not-applicable,,
chronos.watchdog_recovery.arm-watchdog,chronos,watchdog_recovery,armWatchdog,watchdogRecoveryArmWatchdog,ScheduleOpRequest,standard,host,not-applicable,,
chronos.watchdog_recovery.capture-hang-state,chronos,watchdog_recovery,captureHangState,watchdogRecoveryCaptureHangState,ScheduleOpRequest,standard,host,not-applicable,,
chronos.watchdog_recovery.detect-deadlock,chronos,watchdog_recovery,detectDeadlock,watchdogRecoveryDetectDeadlock,ScheduleOpRequest,standard,host,not-applicable,,
